time,class_name,file_path,sharpness,brightness,capture_type,save_mode,roi_x,roi_y,roi_size,saved_width,saved_height
2026-06-15 17:58:04,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0058.jpg,31.37,131.13,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:05,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0059.jpg,28.79,134.97,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:06,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0060.jpg,23.17,129.76,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:07,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0061.jpg,29.77,133.62,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:08,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0062.jpg,15.77,124.75,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:09,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0063.jpg,27.98,129.74,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:10,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0064.jpg,15.45,112.27,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:11,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0065.jpg,22.19,129.85,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:13,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0066.jpg,13.31,129.90,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:14,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0067.jpg,21.90,123.55,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:15,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0068.jpg,14.04,138.02,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:16,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0069.jpg,28.56,137.62,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:17,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0070.jpg,16.73,117.38,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:18,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0071.jpg,27.85,136.75,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:19,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0072.jpg,23.28,128.25,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:20,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0073.jpg,26.73,126.95,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:21,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0074.jpg,12.25,115.12,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:22,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0075.jpg,23.56,126.96,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:23,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0076.jpg,24.74,126.24,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:24,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0077.jpg,18.37,121.20,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:25,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0078.jpg,25.51,130.75,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:26,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0079.jpg,26.89,134.03,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:27,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0080.jpg,22.31,128.87,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:28,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0081.jpg,10.33,143.49,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:29,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0082.jpg,23.79,126.05,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:30,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0083.jpg,17.13,139.02,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:31,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0084.jpg,23.88,126.02,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:32,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0085.jpg,17.01,120.79,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:33,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0086.jpg,25.73,126.23,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:34,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0087.jpg,21.26,136.45,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:35,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0088.jpg,16.60,123.22,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:36,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0089.jpg,24.47,128.35,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:37,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0090.jpg,20.67,127.75,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:39,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0091.jpg,14.03,124.93,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:40,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0092.jpg,22.09,142.07,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:41,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0093.jpg,20.53,119.44,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:42,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0094.jpg,27.50,130.21,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:43,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0095.jpg,24.63,126.74,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:44,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0096.jpg,15.12,113.02,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:45,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0097.jpg,22.11,131.26,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:46,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0098.jpg,22.96,129.50,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:47,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0099.jpg,18.83,125.45,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:48,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0100.jpg,21.77,129.37,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:49,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0101.jpg,18.31,115.41,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:51,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0102.jpg,12.62,108.29,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:52,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0103.jpg,22.63,130.35,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:53,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0104.jpg,22.13,126.80,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:54,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0105.jpg,21.87,128.71,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:55,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0106.jpg,15.10,121.10,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:56,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0107.jpg,10.88,100.63,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:57,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0108.jpg,18.34,136.06,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:58,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0109.jpg,23.77,128.46,auto,roi_crop,350,65,558,558,558
2026-06-15 17:58:59,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0110.jpg,22.30,131.60,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:00,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0111.jpg,22.24,126.54,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:01,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0112.jpg,21.68,129.30,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:02,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0113.jpg,25.74,125.50,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:03,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0114.jpg,26.43,125.36,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:04,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0115.jpg,26.88,127.55,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:05,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0116.jpg,19.16,136.79,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:06,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0117.jpg,28.03,127.61,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:07,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0118.jpg,28.54,124.99,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:08,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0119.jpg,20.31,127.82,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:09,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0120.jpg,25.43,124.49,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:10,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0121.jpg,23.16,129.32,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:11,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0122.jpg,27.92,128.83,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:12,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0123.jpg,18.40,122.38,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:13,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0124.jpg,27.39,123.64,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:14,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0125.jpg,25.21,130.01,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:15,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0126.jpg,27.25,134.92,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:16,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0127.jpg,30.38,131.96,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:18,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0128.jpg,16.22,129.20,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:19,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0129.jpg,19.02,116.24,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:20,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0130.jpg,26.07,137.55,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:21,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0131.jpg,18.42,123.63,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:22,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0132.jpg,23.81,138.40,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:23,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0133.jpg,26.67,135.14,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:24,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0134.jpg,19.73,129.90,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:25,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0135.jpg,27.16,122.80,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:26,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0136.jpg,23.09,125.29,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:27,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0137.jpg,22.83,123.84,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:28,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0138.jpg,22.66,124.19,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:29,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0139.jpg,15.29,128.32,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:30,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0140.jpg,19.00,121.07,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:31,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0141.jpg,21.81,122.81,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:32,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0142.jpg,17.70,124.03,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:33,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0143.jpg,17.89,124.14,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:34,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0144.jpg,18.41,124.64,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:35,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0145.jpg,24.49,125.69,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:36,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0146.jpg,21.54,126.38,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:37,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0147.jpg,20.64,125.12,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:38,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0148.jpg,23.81,136.32,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:39,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0149.jpg,22.03,128.54,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:40,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0150.jpg,30.60,135.61,auto,roi_crop,350,65,558,558,558
2026-06-15 17:59:41,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0151.jpg,26.05,135.39,auto,roi_crop,350,65,558,558,558
2026-06-15 18:03:44,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0152.jpg,30.52,135.50,auto,roi_crop,350,65,558,558,558
2026-06-15 18:03:45,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0153.jpg,31.69,135.30,auto,roi_crop,350,65,558,558,558
2026-06-15 18:03:46,待分拣,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0154.jpg,30.24,135.47,auto,roi_crop,350,65,558,558,558
