time,class_name,split,source_path,dest_path,source_file_name,dest_file_name,width,height,mode,file_size_bytes,sha1,status,reason
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣129.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣129.jpg,待分拣129.jpg,待分拣129.jpg,558,558,RGB,52382,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣274.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣274.jpg,待分拣274.jpg,待分拣274.jpg,558,558,RGB,54283,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\有害_0149.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\有害_0149.jpg,有害_0149.jpg,有害_0149.jpg,558,558,RGB,64499,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0008.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0008.jpg,待分拣_0008.jpg,待分拣_0008.jpg,558,558,RGB,46929,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0011.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0011.jpg,待分拣_0011.jpg,待分拣_0011.jpg,558,558,RGB,46979,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣185.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣185.jpg,待分拣185.jpg,待分拣185.jpg,558,558,RGB,58931,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣57.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣57.jpg,待分拣57.jpg,待分拣57.jpg,558,558,RGB,47212,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣230.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣230.jpg,待分拣230.jpg,待分拣230.jpg,558,558,RGB,52219,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0068.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0068.jpg,待分拣_0068.jpg,待分拣_0068.jpg,558,558,RGB,53387,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣202.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣202.jpg,待分拣202.jpg,待分拣202.jpg,558,558,RGB,56010,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣62.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣62.jpg,待分拣62.jpg,待分拣62.jpg,558,558,RGB,50192,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣195.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣195.jpg,待分拣195.jpg,待分拣195.jpg,558,558,RGB,60147,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣148.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣148.jpg,待分拣148.jpg,待分拣148.jpg,558,558,RGB,51533,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣101.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣101.jpg,待分拣101.jpg,待分拣101.jpg,558,558,RGB,46091,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣156.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣156.jpg,待分拣156.jpg,待分拣156.jpg,558,558,RGB,53961,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0113.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0113.jpg,待分拣_0113.jpg,待分拣_0113.jpg,558,558,RGB,45762,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣76.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣76.jpg,待分拣76.jpg,待分拣76.jpg,558,558,RGB,49949,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣7.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣7.jpg,待分拣7.jpg,待分拣7.jpg,558,558,RGB,59003,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0143.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0143.jpg,待分拣_0143.jpg,待分拣_0143.jpg,558,558,RGB,45105,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣226.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣226.jpg,待分拣226.jpg,待分拣226.jpg,558,558,RGB,52312,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣131.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣131.jpg,待分拣131.jpg,待分拣131.jpg,558,558,RGB,52298,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣252.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣252.jpg,待分拣252.jpg,待分拣252.jpg,558,558,RGB,56456,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣128.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣128.jpg,待分拣128.jpg,待分拣128.jpg,558,558,RGB,59176,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣142.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣142.jpg,待分拣142.jpg,待分拣142.jpg,558,558,RGB,57664,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣239.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣239.jpg,待分拣239.jpg,待分拣239.jpg,558,558,RGB,51441,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣249.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣249.jpg,待分拣249.jpg,待分拣249.jpg,558,558,RGB,52187,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0140.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0140.jpg,待分拣_0140.jpg,待分拣_0140.jpg,558,558,RGB,45130,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0153.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0153.jpg,待分拣_0153.jpg,待分拣_0153.jpg,558,558,RGB,53121,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0139.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0139.jpg,待分拣_0139.jpg,待分拣_0139.jpg,558,558,RGB,45350,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0026.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0026.jpg,待分拣_0026.jpg,待分拣_0026.jpg,558,558,RGB,48006,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣212.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣212.jpg,待分拣212.jpg,待分拣212.jpg,558,558,RGB,53241,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0090.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0090.jpg,待分拣_0090.jpg,待分拣_0090.jpg,558,558,RGB,50618,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣190.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣190.jpg,待分拣190.jpg,待分拣190.jpg,558,558,RGB,57680,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣134.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣134.jpg,待分拣134.jpg,待分拣134.jpg,558,558,RGB,49571,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣246.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣246.jpg,待分拣246.jpg,待分拣246.jpg,558,558,RGB,54400,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0136.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0136.jpg,待分拣_0136.jpg,待分拣_0136.jpg,558,558,RGB,44957,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0184.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0184.jpg,待分拣_0184.jpg,待分拣_0184.jpg,558,558,RGB,52844,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣30.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣30.jpg,待分拣30.jpg,待分拣30.jpg,558,558,RGB,56889,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0072.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0072.jpg,待分拣_0072.jpg,待分拣_0072.jpg,558,558,RGB,49074,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣34.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣34.jpg,待分拣34.jpg,待分拣34.jpg,558,558,RGB,54727,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0161.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0161.jpg,待分拣_0161.jpg,待分拣_0161.jpg,558,558,RGB,49998,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0037.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0037.jpg,待分拣_0037.jpg,待分拣_0037.jpg,558,558,RGB,49529,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0093.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0093.jpg,待分拣_0093.jpg,待分拣_0093.jpg,558,558,RGB,48100,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣113.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣113.jpg,待分拣113.jpg,待分拣113.jpg,558,558,RGB,48934,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0047.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0047.jpg,待分拣_0047.jpg,待分拣_0047.jpg,558,558,RGB,44777,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣19.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣19.jpg,待分拣19.jpg,待分拣19.jpg,558,558,RGB,51110,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣174.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣174.jpg,待分拣174.jpg,待分拣174.jpg,558,558,RGB,54260,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣22.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣22.jpg,待分拣22.jpg,待分拣22.jpg,558,558,RGB,50865,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣179.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣179.jpg,待分拣179.jpg,待分拣179.jpg,558,558,RGB,61136,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0189.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0189.jpg,待分拣_0189.jpg,待分拣_0189.jpg,558,558,RGB,51210,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0069.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0069.jpg,待分拣_0069.jpg,待分拣_0069.jpg,558,558,RGB,49057,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣72.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣72.jpg,待分拣72.jpg,待分拣72.jpg,558,558,RGB,45733,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣171.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣171.jpg,待分拣171.jpg,待分拣171.jpg,558,558,RGB,55664,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0016.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0016.jpg,待分拣_0016.jpg,待分拣_0016.jpg,558,558,RGB,50892,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0038.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0038.jpg,待分拣_0038.jpg,待分拣_0038.jpg,558,558,RGB,53793,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0112.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0112.jpg,待分拣_0112.jpg,待分拣_0112.jpg,558,558,RGB,45595,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0169.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0169.jpg,待分拣_0169.jpg,待分拣_0169.jpg,558,558,RGB,56653,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣67.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣67.jpg,待分拣67.jpg,待分拣67.jpg,558,558,RGB,58322,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣135.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣135.jpg,待分拣135.jpg,待分拣135.jpg,558,558,RGB,49308,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣259.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣259.jpg,待分拣259.jpg,待分拣259.jpg,558,558,RGB,58752,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0018.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0018.jpg,待分拣_0018.jpg,待分拣_0018.jpg,558,558,RGB,47064,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣276.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣276.jpg,待分拣276.jpg,待分拣276.jpg,558,558,RGB,51909,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣234.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣234.jpg,待分拣234.jpg,待分拣234.jpg,558,558,RGB,53432,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\有害_0292.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\有害_0292.jpg,有害_0292.jpg,有害_0292.jpg,558,558,RGB,56083,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣273.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣273.jpg,待分拣273.jpg,待分拣273.jpg,558,558,RGB,52741,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0193.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0193.jpg,待分拣_0193.jpg,待分拣_0193.jpg,558,558,RGB,54252,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣178.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣178.jpg,待分拣178.jpg,待分拣178.jpg,558,558,RGB,58215,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣161.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣161.jpg,待分拣161.jpg,待分拣161.jpg,558,558,RGB,51806,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣257.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣257.jpg,待分拣257.jpg,待分拣257.jpg,558,558,RGB,53880,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\可回收_0102.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\可回收_0102.jpg,可回收_0102.jpg,可回收_0102.jpg,558,558,RGB,58327,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣157.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣157.jpg,待分拣157.jpg,待分拣157.jpg,558,558,RGB,53720,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣91.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣91.jpg,待分拣91.jpg,待分拣91.jpg,558,558,RGB,46353,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0040.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0040.jpg,待分拣_0040.jpg,待分拣_0040.jpg,558,558,RGB,44297,,success,
2026-06-24 11:07:36,待分拣,train,D:\Garbage Classification\Garbage_Classification_Organized\dataset\待分拣\待分拣_0174.jpg,D:\Garbage Classification\Garbage_Classification_Organized\garbage_dataset_20260624_110735\train\待分拣\待分拣_0174.jpg,待分拣_0174.jpg,待分拣_0174.jpg,558,558,RGB,47028,,success,
